item;BA S/E SANTA LUISA 154KV BP1;addValue
2022-05-05 04;8780;87,8
2022-05-05 05;8780;87,8
2022-05-05 06;8780;87,8
2022-05-05 07;9387;93,87
2022-05-05 08;9820;98,2
2022-05-05 09;6783;67,83
2022-05-05 10;8289;82,89
2022-05-05 11;9683;96,83
2022-05-05 12;9683;96,83
2022-05-05 13;8718;87,18
2022-05-05 14;8511;85,11
2022-05-05 15;7339;73,39
2022-05-05 16;9679;96,79
2022-05-05 17;9683;96,83
2022-05-05 18;9706;97,06
2022-05-05 19;23346;233,46
2022-05-05 20;31533;315,33
2022-05-05 21;28398;283,98
2022-05-05 22;19250;192,5
2022-05-05 23;11992;119,92
2022-05-05 24;9813;98,13
2022-05-06 01;8576;85,76
2022-05-06 02;8498;84,98
2022-05-06 03;7900;79
2022-05-06 04;8450;84,5
2022-05-06 05;8505;85,05
2022-05-06 06;8576;85,76
2022-05-06 07;8576;85,76
2022-05-06 08;8576;85,76
2022-05-06 09;9111;91,11
2022-05-06 10;8760;87,6
2022-05-06 11;8347;83,47
2022-05-06 12;8368;83,68
2022-05-06 13;8186;81,86
2022-05-06 14;7321;73,21
2022-05-06 15;5559;55,59
2022-05-06 16;7444;74,44
2022-05-06 17;8971;89,71
2022-05-06 18;14107;141,07
2022-05-06 19;19951;199,51
2022-05-06 20;19951;199,51
2022-05-06 21;11900;119
2022-05-06 22;9831;98,31
2022-05-06 23;9417;94,17
2022-05-06 24;9417;94,17
2022-05-07 01;9379;93,79
2022-05-07 02;9379;93,79
2022-05-07 03;9379;93,79
2022-05-07 04;9379;93,79
2022-05-07 05;9379;93,79
2022-05-07 06;9379;93,79
2022-05-07 07;9379;93,79
2022-05-07 08;7728;77,28
2022-05-07 09;5393;53,93
2022-05-07 10;8548;85,48
2022-05-07 11;8521;85,21
2022-05-07 12;7201;72,01
2022-05-07 13;5379;53,79
2022-05-07 14;5327;53,27
2022-05-07 15;5299;52,99
2022-05-07 16;1766;17,66
2022-05-07 17;4847;48,47
2022-05-07 18;12045;120,45
2022-05-07 19;13275;132,75
2022-05-07 20;16144;161,44
2022-05-07 21;12141;121,41
2022-05-07 22;9732;97,32
2022-05-07 23;9551;95,51
2022-05-07 24;9551;95,51
2022-05-08 01;9497;94,97
2022-05-08 02;9060;90,6
2022-05-08 03;8769;87,69
2022-05-08 04;8769;87,69
2022-05-08 05;8769;87,69
2022-05-08 06;8769;87,69
2022-05-08 07;8769;87,69
2022-05-08 08;8769;87,69
2022-05-08 09;5956;59,56
2022-05-08 10;8168;81,68
2022-05-08 11;8442;84,42
2022-05-08 12;7979;79,79
2022-05-08 13;6392;63,92
2022-05-08 14;7389;73,89
2022-05-08 15;6526;65,26
2022-05-08 16;8484;84,84
2022-05-08 17;8907;89,07
2022-05-08 18;9984;99,84
2022-05-08 19;19637;196,37
2022-05-08 20;17791;177,91
2022-05-08 21;12116;121,16
2022-05-08 22;12116;121,16
2022-05-08 23;12116;121,16
2022-05-08 24;12116;121,16
2022-05-09 01;9810;98,1
2022-05-09 02;9084;90,84
2022-05-09 03;9084;90,84
2022-05-09 04;8642;86,42
2022-05-09 05;9084;90,84
2022-05-09 06;9084;90,84
2022-05-09 07;9405;94,05
2022-05-09 08;9832;98,32
2022-05-09 09;9247;92,47
2022-05-09 10;9083;90,83
2022-05-09 11;9144;91,44
2022-05-09 12;9013;90,13
2022-05-09 13;8702;87,02
2022-05-09 14;8929;89,29
2022-05-09 15;9247;92,47
2022-05-09 16;9469;94,69
2022-05-09 17;9481;94,81
2022-05-09 18;9495;94,95
2022-05-09 19;10691;106,91
2022-05-09 20;10691;106,91
2022-05-09 21;10691;106,91
2022-05-09 22;10691;106,91
2022-05-09 23;9792;97,92
2022-05-09 24;8693;86,93
2022-05-10 01;8650;86,5
2022-05-10 02;8650;86,5
2022-05-10 03;8559;85,59
2022-05-10 04;7933;79,33
2022-05-10 05;7819;78,19
2022-05-10 06;8660;86,6
2022-05-10 07;8808;88,08
2022-05-10 08;8808;88,08
2022-05-10 09;5343;53,43
2022-05-10 10;7616;76,16
2022-05-10 11;9030;90,3
2022-05-10 12;9339;93,39
2022-05-10 13;5359;53,59
2022-05-10 14;9590;95,9
2022-05-10 15;9590;95,9
2022-05-10 16;9590;95,9
2022-05-10 17;9590;95,9
2022-05-10 18;9590;95,9
2022-05-10 19;13890;138,9
2022-05-10 20;13890;138,9
2022-05-10 21;13890;138,9
2022-05-10 22;13890;138,9
2022-05-10 23;13890;138,9
2022-05-10 24;13890;138,9
2022-05-11 01;8688;86,88
2022-05-11 02;8715;87,15
2022-05-11 03;8715;87,15
2022-05-11 04;8715;87,15
2022-05-11 05;8715;87,15
2022-05-11 06;9350;93,5
2022-05-11 07;10181;101,81
2022-05-11 08;10181;101,81
2022-05-11 09;10622;106,22
2022-05-11 10;11561;115,61
2022-05-11 11;11081;110,81
2022-05-11 12;9347;93,47
2022-05-11 13;9246;92,46
2022-05-11 14;10716;107,16
2022-05-11 15;11561;115,61
2022-05-11 16;11561;115,61
2022-05-11 17;11561;115,61
2022-05-11 18;14828;148,28
2022-05-11 19;21800;218
2022-05-11 20;17848;178,48
2022-05-11 21;17848;178,48
2022-05-11 22;17848;178,48
2022-05-11 23;17848;178,48
2022-05-11 24;17848;178,48
2022-05-12 01;8571;85,71
2022-05-12 02;8571;85,71
2022-05-12 03;8571;85,71
2022-05-12 04;8571;85,71
2022-05-12 05;8571;85,71
2022-05-12 06;8571;85,71
2022-05-12 07;8571;85,71
2022-05-12 08;8571;85,71
2022-05-12 09;8765;87,65
2022-05-12 10;9096;90,96
2022-05-12 11;9478;94,78
2022-05-12 12;9162;91,62
2022-05-12 13;8725;87,25
2022-05-12 14;8725;87,25
2022-05-12 15;8725;87,25
2022-05-12 16;8725;87,25
2022-05-12 17;9056;90,56
2022-05-12 18;22493;224,93
2022-05-12 19;25733;257,33
2022-05-12 20;25733;257,33
2022-05-12 21;11202;112,02
2022-05-12 22;9881;98,81
2022-05-12 23;9881;98,81
2022-05-12 24;9881;98,81
2022-05-13 01;8547;85,47
2022-05-13 02;8547;85,47
2022-05-13 03;8547;85,47
2022-05-13 04;8547;85,47
2022-05-13 05;8547;85,47
2022-05-13 06;8547;85,47
2022-05-13 07;9442;94,42
2022-05-13 08;10055;100,55
2022-05-13 09;9463;94,63
2022-05-13 10;8674;86,74
2022-05-13 11;7143;71,43
2022-05-13 12;7380;73,8
2022-05-13 13;7489;74,89
2022-05-13 14;7489;74,89
2022-05-13 15;2996;29,96
2022-05-13 16;0;0
2022-05-13 17;6198;61,98
2022-05-13 18;13449;134,49
2022-05-13 19;11797;117,97
2022-05-13 20;11911;119,11
2022-05-13 21;11911;119,11
2022-05-13 22;11911;119,11
2022-05-13 23;11911;119,11
2022-05-13 24;11911;119,11
2022-05-14 01;9387;93,87
2022-05-14 02;9387;93,87
2022-05-14 03;9250;92,5
2022-05-14 04;9002;90,02
2022-05-14 05;8897;88,97
2022-05-14 06;8897;88,97
2022-05-14 07;9315;93,15
2022-05-14 08;8376;83,76
2022-05-14 09;0;0
2022-05-14 10;2783;27,83
2022-05-14 11;8437;84,37
2022-05-14 12;8427;84,27
2022-05-14 13;8164;81,64
2022-05-14 14;8164;81,64
2022-05-14 15;7594;75,94
2022-05-14 16;6212;62,12
2022-05-14 17;8060;80,6
2022-05-14 18;10068;100,68
2022-05-14 19;11791;117,91
2022-05-14 20;12091;120,91
2022-05-14 21;9551;95,51
2022-05-14 22;9551;95,51
2022-05-14 23;9551;95,51
2022-05-14 24;9551;95,51
2022-05-15 01;9747;97,47
2022-05-15 02;9747;97,47
2022-05-15 03;9628;96,28
2022-05-15 04;9461;94,61
2022-05-15 05;9461;94,61
2022-05-15 06;9461;94,61
2022-05-15 07;9461;94,61
2022-05-15 08;7571;75,71
2022-05-15 09;267;2,67
2022-05-15 10;0;0
2022-05-15 11;0;0
2022-05-15 12;0;0
2022-05-15 13;0;0
2022-05-15 14;0;0
2022-05-15 15;0;0
2022-05-15 16;0;0
2022-05-15 17;5495;54,95
2022-05-15 18;10964;109,64
2022-05-15 19;12290;122,9
2022-05-15 20;12290;122,9
2022-05-15 21;12290;122,9
2022-05-15 22;12290;122,9
2022-05-15 23;10646;106,46
2022-05-15 24;9471;94,71
2022-05-16 01;9473;94,73
2022-05-16 02;9473;94,73
2022-05-16 03;9473;94,73
2022-05-16 04;9473;94,73
2022-05-16 05;9473;94,73
2022-05-16 06;9664;96,64
2022-05-16 07;10146;101,46
2022-05-16 08;9922;99,22
2022-05-16 09;9646;96,46
2022-05-16 10;9646;96,46
2022-05-16 11;9646;96,46
2022-05-16 12;9646;96,46
2022-05-16 13;9646;96,46
2022-05-16 14;9276;92,76
2022-05-16 15;8929;89,29
2022-05-16 16;8941;89,41
2022-05-16 17;10982;109,82
2022-05-16 18;16498;164,98
2022-05-16 19;13259;132,59
2022-05-16 20;13355;133,55
2022-05-16 21;13355;133,55
2022-05-16 22;26803;268,03
2022-05-16 23;26803;268,03
2022-05-16 24;18734;187,34
2022-05-17 01;11645;116,45
2022-05-17 02;10240;102,4
2022-05-17 03;9483;94,83
2022-05-17 04;11212;112,12
2022-05-17 05;11351;113,51
2022-05-17 06;11351;113,51
2022-05-17 07;21416;214,16
2022-05-17 08;24105;241,05
2022-05-17 09;9624;96,24
2022-05-17 10;9624;96,24
2022-05-17 11;10743;107,43
2022-05-17 12;10635;106,35
2022-05-17 13;9624;96,24
2022-05-17 14;9624;96,24
2022-05-17 15;9624;96,24
2022-05-17 16;9624;96,24
2022-05-17 17;15926;159,26
2022-05-17 18;37581;375,81
2022-05-17 19;36896;368,96
2022-05-17 20;37165;371,65
2022-05-17 21;37165;371,65
2022-05-17 22;37165;371,65
2022-05-17 23;37165;371,65
2022-05-17 24;32382;323,82
2022-05-18 01;24973;249,73
2022-05-18 02;24973;249,73
2022-05-18 03;24973;249,73
2022-05-18 04;24973;249,73
2022-05-18 05;24973;249,73
2022-05-18 06;24973;249,73
2022-05-18 07;25798;257,98
2022-05-18 08;22599;225,99
2022-05-18 09;10760;107,6
2022-05-18 10;9711;97,11
2022-05-18 11;9711;97,11
2022-05-18 12;9711;97,11
2022-05-18 13;9711;97,11
2022-05-18 14;9311;93,11
2022-05-18 15;7988;79,88
2022-05-18 16;8407;84,07
2022-05-18 17;29114;291,14
2022-05-18 18;39684;396,84
2022-05-18 19;38812;388,12
2022-05-18 20;38992;389,92
2022-05-18 21;38975;389,75
2022-05-18 22;37478;374,78
2022-05-18 23;30395;303,95
2022-05-18 24;13505;135,05
2022-05-19 01;8606;86,06
2022-05-19 02;8986;89,86
2022-05-19 03;8718;87,18
2022-05-19 04;8431;84,31
2022-05-19 05;7494;74,94
2022-05-19 06;9162;91,62
2022-05-19 07;9445;94,45
2022-05-19 08;11608;116,08
2022-05-19 09;8693;86,93
2022-05-19 10;7690;76,9
2022-05-19 11;7562;75,62
2022-05-19 12;7568;75,68
2022-05-19 13;6910;69,1
2022-05-19 14;5374;53,74
2022-05-19 15;0;0
2022-05-19 16;4481;44,81
2022-05-19 17;10125;101,25
2022-05-19 18;19255;192,55
2022-05-19 19;14102;141,02
2022-05-19 20;14350;143,5
2022-05-19 21;26667;266,67
2022-05-19 22;14127;141,27
2022-05-19 23;9609;96,09
2022-05-19 24;9609;96,09
2022-05-20 01;9173;91,73
2022-05-20 02;9173;91,73
2022-05-20 03;9097;90,97
2022-05-20 04;8820;88,2
2022-05-20 05;9334;93,34
2022-05-20 06;9443;94,43
2022-05-20 07;9443;94,43
2022-05-20 08;9071;90,71
2022-05-20 09;6417;64,17
2022-05-20 10;6635;66,35
2022-05-20 11;7919;79,19
2022-05-20 12;6231;62,31
2022-05-20 13;5381;53,81
2022-05-20 14;3229;32,29
2022-05-20 15;0;0
2022-05-20 16;0;0
2022-05-20 17;9235;92,35
2022-05-20 18;12088;120,88
2022-05-20 19;9490;94,9
2022-05-20 20;9490;94,9
2022-05-20 21;9490;94,9
2022-05-20 22;9689;96,89
2022-05-20 23;9544;95,44
2022-05-20 24;9491;94,91
2022-05-21 01;10424;104,24
2022-05-21 02;7940;79,4
2022-05-21 03;7818;78,18
2022-05-21 04;7785;77,85
2022-05-21 05;7787;77,87
2022-05-21 06;7818;78,18
2022-05-21 07;7818;78,18
2022-05-21 08;7040;70,4
2022-05-21 09;0;0
2022-05-21 10;0;0
2022-05-21 11;0;0
2022-05-21 12;0;0
2022-05-21 13;0;0
2022-05-21 14;0;0
2022-05-21 15;0;0
2022-05-21 16;0;0
2022-05-21 17;6023;60,23
2022-05-21 18;11498;114,98
2022-05-21 19;11186;111,86
2022-05-21 20;10924;109,24
2022-05-21 21;9218;92,18
2022-05-21 22;9349;93,49
2022-05-21 23;11186;111,86
2022-05-21 24;10966;109,66
2022-05-22 01;8655;86,55
2022-05-22 02;8347;83,47
2022-05-22 03;7176;71,76
2022-05-22 04;5642;56,42
2022-05-22 05;5642;56,42
2022-05-22 06;5445;54,45
2022-05-22 07;5020;50,2
2022-05-22 08;3765;37,65
2022-05-22 09;0;0
2022-05-22 10;0;0
2022-05-22 11;0;0
2022-05-22 12;0;0
2022-05-22 13;0;0
2022-05-22 14;0;0
2022-05-22 15;0;0
2022-05-22 16;4389;43,89
2022-05-22 17;7058;70,58
2022-05-22 18;12294;122,94
2022-05-22 19;10951;109,51
2022-05-22 20;10148;101,48
2022-05-22 21;9480;94,8
2022-05-22 22;9808;98,08
2022-05-22 23;9651;96,51
2022-05-22 24;8892;88,92
2022-05-23 01;7921;79,21
2022-05-23 02;7865;78,65
2022-05-23 03;7200;72
2022-05-23 04;5966;59,66
2022-05-23 05;8449;84,49
2022-05-23 06;8784;87,84
2022-05-23 07;9429;94,29
2022-05-23 08;10142;101,42
2022-05-23 09;6777;67,77
2022-05-23 10;5389;53,89
2022-05-23 11;5389;53,89
2022-05-23 12;6546;65,46
2022-05-23 13;6314;63,14
2022-05-23 14;5389;53,89
2022-05-23 15;5389;53,89
2022-05-23 16;5389;53,89
2022-05-23 17;8603;86,03
2022-05-23 18;12053;120,53
2022-05-23 19;10868;108,68
2022-05-23 20;11014;110,14
2022-05-23 21;11266;112,66
2022-05-23 22;11266;112,66
2022-05-23 23;11266;112,66
2022-05-23 24;11060;110,6
2022-05-24 01;9154;91,54
2022-05-24 02;9044;90,44
2022-05-24 03;9144;91,44
2022-05-24 04;9144;91,44
2022-05-24 05;9144;91,44
2022-05-24 06;10054;100,54
2022-05-24 07;10394;103,94
2022-05-24 08;10394;103,94
2022-05-24 09;10059;100,59
2022-05-24 10;7686;76,86
2022-05-24 11;7974;79,74
2022-05-24 12;7133;71,33
2022-05-24 13;5383;53,83
2022-05-24 14;5383;53,83
2022-05-24 15;5383;53,83
2022-05-24 16;7600;76
2022-05-24 17;9586;95,86
2022-05-24 18;10722;107,22
2022-05-24 19;10475;104,75
2022-05-24 20;10475;104,75
2022-05-24 21;10475;104,75
2022-05-24 22;10475;104,75
2022-05-24 23;10475;104,75
2022-05-24 24;9947;99,47
2022-05-25 01;8522;85,22
2022-05-25 02;7866;78,66
2022-05-25 03;7716;77,16
2022-05-25 04;7698;76,98
2022-05-25 05;7698;76,98
2022-05-25 06;7955;79,55
2022-05-25 07;12292;122,92
2022-05-25 08;10301;103,01
2022-05-25 09;5374;53,74
2022-05-25 10;5374;53,74
2022-05-25 11;269;2,69
2022-05-25 12;0;0
2022-05-25 13;0;0
2022-05-25 14;0;0
2022-05-25 15;0;0
2022-05-25 16;0;0
2022-05-25 17;4874;48,74
2022-05-25 18;14477;144,77
2022-05-25 19;12146;121,46
2022-05-25 20;9919;99,19
2022-05-25 21;9186;91,86
2022-05-25 22;9186;91,86
2022-05-25 23;9186;91,86
2022-05-25 24;9186;91,86
2022-05-26 01;8581;85,81
2022-05-26 02;7769;77,69
2022-05-26 03;7851;78,51
2022-05-26 04;7938;79,38
2022-05-26 05;7938;79,38
2022-05-26 06;7938;79,38
2022-05-26 07;10573;105,73
2022-05-26 08;10754;107,54
2022-05-26 09;6467;64,67
2022-05-26 10;7676;76,76
2022-05-26 11;7943;79,43
2022-05-26 12;7967;79,67
2022-05-26 13;7967;79,67
2022-05-26 14;6505;65,05
2022-05-26 15;5371;53,71
2022-05-26 16;6946;69,46
2022-05-26 17;10706;107,06
2022-05-26 18;13229;132,29
2022-05-26 19;12450;124,5
2022-05-26 20;12749;127,49
2022-05-26 21;13044;130,44
2022-05-26 22;13066;130,66
2022-05-26 23;12810;128,1
2022-05-26 24;10795;107,95
2022-05-27 01;9602;96,02
2022-05-27 02;9659;96,59
2022-05-27 03;9688;96,88
2022-05-27 04;8493;84,93
2022-05-27 05;9873;98,73
2022-05-27 06;9966;99,66
2022-05-27 07;10816;108,16
2022-05-27 08;10564;105,64
2022-05-27 09;10239;102,39
2022-05-27 10;9943;99,43
2022-05-27 11;11723;117,23
2022-05-27 12;11437;114,37
2022-05-27 13;9943;99,43
2022-05-27 14;9686;96,86
2022-05-27 15;9462;94,62
2022-05-27 16;10298;102,98
2022-05-27 17;11030;110,3
2022-05-27 18;12882;128,82
2022-05-27 19;12132;121,32
2022-05-27 20;10321;103,21
2022-05-27 21;11320;113,2
2022-05-27 22;11320;113,2
2022-05-27 23;13080;130,8
2022-05-27 24;14384;143,84
2022-05-28 01;11134;111,34
2022-05-28 02;10224;102,24
2022-05-28 03;10224;102,24
2022-05-28 04;8968;89,68
2022-05-28 05;10224;102,24
2022-05-28 06;10224;102,24
2022-05-28 07;10960;109,6
2022-05-28 08;10063;100,63
2022-05-28 09;6573;65,73
2022-05-28 10;6326;63,26
2022-05-28 11;10181;101,81
2022-05-28 12;9422;94,22
2022-05-28 13;8768;87,68
2022-05-28 14;8768;87,68
2022-05-28 15;5782;57,82
2022-05-28 16;70;0,7
2022-05-28 17;5782;57,82
2022-05-28 18;14014;140,14
2022-05-28 19;13262;132,62
2022-05-28 20;12772;127,72
2022-05-28 21;12267;122,67
2022-05-28 22;11896;118,96
2022-05-28 23;11203;112,03
2022-05-28 24;11353;113,53
2022-05-29 01;10485;104,85
2022-05-29 02;9503;95,03
2022-05-29 03;10552;105,52
2022-05-29 04;10143;101,43
2022-05-29 05;9870;98,7
2022-05-29 06;9870;98,7
2022-05-29 07;9465;94,65
2022-05-29 08;9308;93,08
2022-05-29 09;7245;72,45
2022-05-29 10;5384;53,84
2022-05-29 11;7710;77,1
2022-05-29 12;5737;57,37
2022-05-29 13;0;0
2022-05-29 14;0;0
2022-05-29 15;0;0
2022-05-29 16;0;0
2022-05-29 17;8915;89,15
2022-05-29 18;13558;135,58
2022-05-29 19;13121;131,21
2022-05-29 20;13121;131,21
2022-05-29 21;13121;131,21
2022-05-29 22;10608;106,08
2022-05-29 23;10276;102,76
2022-05-29 24;10276;102,76
2022-05-30 01;10181;101,81
2022-05-30 02;10004;100,04
2022-05-30 03;9986;99,86
2022-05-30 04;9986;99,86
2022-05-30 05;10164;101,64
2022-05-30 06;10200;102
2022-05-30 07;14159;141,59
2022-05-30 08;24659;246,59
2022-05-30 09;15031;150,31
2022-05-30 10;10286;102,86
2022-05-30 11;10884;108,84
2022-05-30 12;10412;104,12
2022-05-30 13;10417;104,17
2022-05-30 14;10370;103,7
2022-05-30 15;10370;103,7
2022-05-30 16;10370;103,7
2022-05-30 17;15654;156,54
2022-05-30 18;22269;222,69
2022-05-30 19;24739;247,39
2022-05-30 20;22859;228,59
2022-05-30 21;14450;144,5
2022-05-30 22;13455;134,55
2022-05-30 23;13069;130,69
2022-05-30 24;12652;126,52
2022-05-31 01;11413;114,13
2022-05-31 02;11817;118,17
2022-05-31 03;11453;114,53
2022-05-31 04;10115;101,15
2022-05-31 05;10115;101,15
2022-05-31 06;10881;108,81
2022-05-31 07;11900;119
2022-05-31 08;12127;121,27
2022-05-31 09;12683;126,83
2022-05-31 10;12683;126,83
2022-05-31 11;12683;126,83
2022-05-31 12;12683;126,83
2022-05-31 13;10617;106,17
2022-05-31 14;8512;85,12
2022-05-31 15;9635;96,35
2022-05-31 16;11161;111,61
2022-05-31 17;14128;141,28
2022-05-31 18;19299;192,99
2022-05-31 19;31223;312,23
2022-05-31 20;33962;339,62
2022-05-31 21;32063;320,63
2022-05-31 22;28089;280,89
2022-05-31 23;28089;280,89
2022-05-31 24;16682;166,82
2022-06-01 01;13791;137,91
2022-06-01 02;13783;137,83
2022-06-01 03;13783;137,83
2022-06-01 04;12789;127,89
2022-06-01 05;12457;124,57
2022-06-01 06;13346;133,46
2022-06-01 07;14504;145,04
2022-06-01 08;24444;244,44
2022-06-01 09;25803;258,03
2022-06-01 10;25803;258,03
2022-06-01 11;25803;258,03
2022-06-01 12;25624;256,24
2022-06-01 13;18055;180,55
2022-06-01 14;14016;140,16
2022-06-01 15;13961;139,61
2022-06-01 16;13019;130,19
2022-06-01 17;17540;175,4
2022-06-01 18;28834;288,34
2022-06-01 19;35454;354,54
2022-06-01 20;35454;354,54
2022-06-01 21;35454;354,54
2022-06-01 22;35108;351,08
2022-06-01 23;34470;344,7
2022-06-01 24;33662;336,62
2022-06-02 01;18053;180,53
2022-06-02 02;14141;141,41
2022-06-02 03;12053;120,53
2022-06-02 04;12035;120,35
2022-06-02 05;13053;130,53
2022-06-02 06;14079;140,79
2022-06-02 07;16239;162,39
2022-06-02 08;19098;190,98
2022-06-02 09;14350;143,5
2022-06-02 10;12726;127,26
2022-06-02 11;12726;127,26
2022-06-02 12;11653;116,53
2022-06-02 13;10986;109,86
2022-06-02 14;10986;109,86
2022-06-02 15;11712;117,12
2022-06-02 16;16752;167,52
2022-06-02 17;23720;237,2
2022-06-02 18;35519;355,19
2022-06-02 19;27508;275,08
2022-06-02 20;25133;251,33
2022-06-02 21;25133;251,33
2022-06-02 22;25133;251,33
2022-06-02 23;20703;207,03
2022-06-02 24;19817;198,17
2022-06-03 01;16038;160,38
2022-06-03 02;14274;142,74
2022-06-03 03;14003;140,03
2022-06-03 04;13076;130,76
2022-06-03 05;12406;124,06
2022-06-03 06;12546;125,46
2022-06-03 07;13724;137,24
2022-06-03 08;13872;138,72
2022-06-03 09;10181;101,81
2022-06-03 10;9320;93,2
2022-06-03 11;11213;112,13
2022-06-03 12;11004;110,04
2022-06-03 13;11361;113,61
2022-06-03 14;14225;142,25
2022-06-03 15;14343;143,43
2022-06-03 16;14343;143,43
2022-06-03 17;15422;154,22
2022-06-03 18;17130;171,3
2022-06-03 19;13576;135,76
2022-06-03 20;13576;135,76
2022-06-03 21;13576;135,76
2022-06-03 22;13576;135,76
2022-06-03 23;13576;135,76
2022-06-03 24;12762;127,62
2022-06-04 01;11441;114,41
2022-06-04 02;11441;114,41
2022-06-04 03;11865;118,65
2022-06-04 04;11994;119,94
2022-06-04 05;11889;118,89
2022-06-04 06;11420;114,2
2022-06-04 07;11420;114,2
2022-06-04 08;11420;114,2
2022-06-04 09;10620;106,2
2022-06-04 10;8222;82,22
2022-06-04 11;9818;98,18
2022-06-04 12;12835;128,35
2022-06-04 13;12913;129,13
2022-06-04 14;12913;129,13
2022-06-04 15;13158;131,58
2022-06-04 16;13017;130,17
2022-06-04 17;15146;151,46
2022-06-04 18;31604;316,04
2022-06-04 19;33128;331,28
2022-06-04 20;31097;310,97
2022-06-04 21;16781;167,81
2022-06-04 22;14811;148,11
2022-06-04 23;13067;130,67
2022-06-04 24;13067;130,67
2022-06-05 01;11163;111,63
2022-06-05 02;8693;86,93
2022-06-05 03;7992;79,92
2022-06-05 04;8091;80,91
2022-06-05 05;8111;81,11
2022-06-05 06;8111;81,11
2022-06-05 07;7889;78,89
2022-06-05 08;7681;76,81
2022-06-05 09;7828;78,28
2022-06-05 10;7638;76,38
2022-06-05 11;7069;70,69
2022-06-05 12;9113;91,13
2022-06-05 13;8420;84,2
2022-06-05 14;8420;84,2
2022-06-05 15;8760;87,6
2022-06-05 16;9768;97,68
2022-06-05 17;11461;114,61
2022-06-05 18;13321;133,21
2022-06-05 19;17369;173,69
2022-06-05 20;17273;172,73
2022-06-05 21;13080;130,8
2022-06-05 22;13080;130,8
2022-06-05 23;12933;129,33
2022-06-05 24;11921;119,21
2022-06-06 01;11469;114,69
2022-06-06 02;11243;112,43
2022-06-06 03;11243;112,43
2022-06-06 04;11243;112,43
2022-06-06 05;11243;112,43
2022-06-06 06;11243;112,43
2022-06-06 07;12969;129,69
2022-06-06 08;17419;174,19
2022-06-06 09;11498;114,98
2022-06-06 10;7980;79,8
2022-06-06 11;7702;77,02
2022-06-06 12;5646;56,46
2022-06-06 13;277;2,77
2022-06-06 14;0;0
2022-06-06 15;0;0
2022-06-06 16;0;0
2022-06-06 17;9240;92,4
2022-06-06 18;20389;203,89
2022-06-06 19;19203;192,03
2022-06-06 20;11640;116,4
2022-06-06 21;11453;114,53
2022-06-06 22;9765;97,65
2022-06-06 23;10677;106,77
2022-06-06 24;10866;108,66
2022-06-07 01;7910;79,1
2022-06-07 02;6767;67,67
2022-06-07 03;5380;53,8
2022-06-07 04;5591;55,91
2022-06-07 05;7910;79,1
2022-06-07 06;8402;84,02
2022-06-07 07;10295;102,95
2022-06-07 08;10421;104,21
2022-06-07 09;2204;22,04
2022-06-07 10;0;0
2022-06-07 11;4790;47,9
2022-06-07 12;8395;83,95
2022-06-07 13;5538;55,38
2022-06-07 14;1569;15,69
2022-06-07 15;0;0
2022-06-07 16;295;2,95
2022-06-07 17;13924;139,24
2022-06-07 18;20133;201,33
2022-06-07 19;20205;202,05
2022-06-07 20;16115;161,15
2022-06-07 21;13669;136,69
2022-06-07 22;13484;134,84
2022-06-07 23;13484;134,84
2022-06-07 24;13484;134,84
2022-06-08 01;11093;110,93
2022-06-08 02;10658;106,58
2022-06-08 03;10562;105,62
2022-06-08 04;10690;106,9
2022-06-08 05;12121;121,21
2022-06-08 06;12121;121,21
2022-06-08 07;13168;131,68
2022-06-08 08;14085;140,85
2022-06-08 09;9979;99,79
2022-06-08 10;8891;88,91
2022-06-08 11;9030;90,3
2022-06-08 12;8944;89,44
2022-06-08 13;8879;88,79
2022-06-08 14;5054;50,54
2022-06-08 15;0;0
2022-06-08 16;0;0
2022-06-08 17;6339;63,39
2022-06-08 18;21285;212,85
2022-06-08 19;17059;170,59
2022-06-08 20;12487;124,87
2022-06-08 21;12487;124,87
2022-06-08 22;12487;124,87
2022-06-08 23;12487;124,87
2022-06-08 24;11432;114,32
2022-06-09 01;11602;116,02
2022-06-09 02;11482;114,82
2022-06-09 03;11123;111,23
2022-06-09 04;11378;113,78
2022-06-09 05;11602;116,02
2022-06-09 06;11819;118,19
2022-06-09 07;13271;132,71
2022-06-09 08;13987;139,87
2022-06-09 09;11608;116,08
2022-06-09 10;8727;87,27
2022-06-09 11;8671;86,71
2022-06-09 12;8644;86,44
2022-06-09 13;8261;82,61
2022-06-09 14;275;2,75
2022-06-09 15;0;0
2022-06-09 16;0;0
2022-06-09 17;9287;92,87
2022-06-09 18;17296;172,96
2022-06-09 19;13350;133,5
2022-06-09 20;12384;123,84
2022-06-09 21;11186;111,86
2022-06-09 22;11523;115,23
2022-06-09 23;13404;134,04
2022-06-09 24;13119;131,19
2022-06-10 01;10983;109,83
2022-06-10 02;10983;109,83
2022-06-10 03;9734;97,34
2022-06-10 04;9200;92
2022-06-10 05;8476;84,76
2022-06-10 06;8883;88,83
2022-06-10 07;10847;108,47
2022-06-10 08;12373;123,73
2022-06-10 09;9418;94,18
2022-06-10 10;8563;85,63
2022-06-10 11;8716;87,16
2022-06-10 12;8740;87,4
2022-06-10 13;9677;96,77
2022-06-10 14;8729;87,29
2022-06-10 15;7654;76,54
2022-06-10 16;3062;30,62
2022-06-10 17;10622;106,22
2022-06-10 18;14709;147,09
2022-06-10 19;14359;143,59
2022-06-10 20;14359;143,59
2022-06-10 21;14359;143,59
2022-06-10 22;14359;143,59
